key,source,target
Content/208638285,将未加工过的资源放到这里进行精炼。需要电力或汽油才能启动。,
Content/1744838044,将资源转换成新的物品。需要电力或汽油才能启动。,
Content/1593059711,可用于快速批量烤肉。需要电力或汽油才能启动。,
Content/1904989940,这是一颗在冬至庆祝最绝佳的树!,
Content/903703564,"盒装巧克力[Box o' Chocolates]",
Content/494928386,"<RichColor Color=""1, 0.5, 0.8, 1"">这是一块非常美味的巧克力, 尽管它的来源有点特殊。岛上的生物都很喜欢它, 因为它可以完全自愈它们或者加快驯服它们的过程!</>",
Content/3034704446,"<RichColor Color=""1, 0.5, 0.8, 1"">这是一块非常美味的巧克力, 尽管它的来源有点特殊。岛上的生物都很喜欢它, 因为它可以完全自愈它们和加快驯服它们的过程, 以及还可以缩短它们的交配冷却时间!</>",
Content/954321319,"高度先进的护手, 佩戴者可使出破坏性的重拳。
需要先学会该泰克印痕技能才可使用。",
Content/1395911133,"这是一个大型加固的天窗门, 可以配合其它建筑来设卡, 来阻挡大多数恐龙或困在其中。",
Content/3003875908,"泰克材料加工而成的天窗门, 可以配合其它建筑来设卡, 来阻挡大多数恐龙或困在其中。",
Content/969214380,"使用这个皮肤来覆盖其它外观, 充当全身套装。该皮肤装备在躯干或胸甲上。

收集一些树枝作为皮鞭...是时候惩罚那些淘气的人了!",
Content/2698914940,圣诞火炉,
Content/89742023,"你可以使用这个皮肤来改变精炼炉的外观, 使其变成圣诞风格的火炉。袜子静静地挂在火炉旁, 盼望礼物快点到来...",
Content/958505009,白雪天使表情,
Content/2479257429,白雪天使,
Content/3576561937,"使用这个可以永久解锁 ""白雪天使表情"" 表情。你是个懂得享受乐趣的白雪天使!",
Content/39452309,你是个懂得享受乐趣的白雪天使!,
Content/1384119941,好冷啊表情,
Content/1724359082,好冷啊,
Content/2353922471,"使用这个可以永久解锁 ""好冷啊表情"" 表情。你在发抖! 最好找个温暖的地方...",
Content/2256827316,你在发抖! 最好找个温暖的地方...,
Content/2537096928,圣诞老人的铁匠台,
Content/2185191999,"你可以使用这个皮肤来改变铁匠台的外观, 使其变成圣诞老人的铁匠台。为你的圣诞节添加一些独特的风格吧!",
Content/2664503725,生存者-个性装饰,
Content/913277564,建筑-个性装饰,
Content/85821304,生物-个性装饰,
Content/2631434539,移动速度: +{pct}%,
Content/2175096048,"首先选择一个心仪的个性装饰并应用, 然后把它套用到相关的生物上!",
Content/96837059,"首先选择一个心仪的个性装饰并应用, 然后把它套用到相关的建筑上!",
Content/116851374,"首先选择一个心仪的个性装饰并应用, 然后把它套用到自己身上!",
Content/489927775,圣诞铁匠台,
Content/3582939045,圣诞火炉,
Content/83691746,个性装饰,
Content/3160328692,移除装饰,
Content/977857642,米奇套装[Steamboat Mickey],
Content/3871417419,米妮套装[Steamboat Minnie],
Content/2794817075,独特的手扶椅,
Content/3593602411,独特的沙发,
Content/4178234968,独特的箱子,
Content/3672905767,独特的圆桌,
Content/3691397900,独特的碗,
Content/2403840904,小型装饰箱,
Content/3070429552,大型装饰箱,
Content/2779561797,装饰箱[Decor Box],
Content/3791758205,独特的灯,
Content/498352418,独特的马克杯,
Content/3164521841,独特的枕头,
Content/2676349155,独特的枕头2,
Content/585857959,透明玻璃墙,
Content/1946979372,井字游戏桌,
Content/534579366,派对灯,
Content/1766845386,武器架,
Content/1518909928,应该用于装饰箱,
Content/2839356386,原物品: ,
Content/2542153561,这这这...也太独特了!,
Content/1938284940,草帽,
Content/1345198201,神圣帽,
Content/1106355418,角形帽,
Content/1941143255,海岛帽,
Content/3315427336,小丑帽,
Content/2359303778,马里亚奇帽,
Content/3805038947,军用奔尼帽,
Content/3615791064,军官帽,
Content/873390008,军用贝雷帽,
Content/4031073437,军用贝雷帽2,
Content/2266324361,军官帽2,
Content/2370802824,军乐队帽,
Content/2528598021,矿工头盔,
Content/675439002,报童帽,
Content/2485840832,海盗帽,
Content/2838819100,警官帽,
Content/952958570,螺旋桨帽,
Content/1123714453,赛车手帽,
Content/122928888,水手帽,
Content/2726826078,水手帽2,
Content/3263058548,武士帽,
Content/3788585738,遮阳帽,
Content/2671715347,越野头盔,
Content/2848629739,越野头盔2,
Content/3026738893,德克萨斯帽,
Content/2015721814,伞形帽,
Content/319130497,维京头盔,
Content/1516437958,法官帽,
Content/35755797,毡绒帽,
Content/3654989761,心形太阳镜,
Content/3984959659,你可以使用这个皮肤来改变头盔或帽子的外观。现在的你散发出爱的氛围!,
Content/2584248321,抱抱暴龙毛衣,
Content/81207615,自我拥抱表情,
Content/1190528596,自我拥抱,
Content/970076828,给自己一个拥抱,
Content/3264352185,"使用这个可以永久解锁 ""自我拥抱"" 表情。即使我现在还是个单身狗, 但是我还有我自己!",
Content/3802835338,心形弹簧发箍,
Content/2158423121,爱心鱼竿[Lovely Fishing Rod],
Content/3562035189,情侣床,
Content/1483581973,情侣床,
Content/3759433122,情人节恐龙糖果[Love Evolved Dino Candy],
Content/1234101821,小爱虫之心[Love Bug Heart],
Content/1419781248,来自小爱虫的心。用于制作情人节活动的物品,
Content/1046789788,"如果你把一些物品放进去, 也许就会发生一些事情...",
Content/2874335958,"你可以使用这个皮肤来改变床的外观, 使其看上去更诱人。营造氛围, 感受爱意!",
Content/854932318,出生,
Content/3806558014,你可以使用这个皮肤来把桌子变得有趣起来!,
Content/3570370813,你可以使用这个皮肤来改变墙的外观。,
Content/2342670497,你可以使用这个皮肤来改变电灯的外观。,
Content/1124139233,把一个中型装饰箱变成武器架!,
Content/919069205,"将小爱虫之心用作饵料, 坐在椅子或长凳上 (或伪齿鸟上!) 然后开始抓一些可爱的鱼吧。",
Content/480458445,"你可以使用这个皮肤来改变上衣的外观, 使其变成难看的节日毛衣。

我知道我是想抱一下暴龙的。",
Content/2879549064,"你可以使用这个皮肤来改变头盔或帽子的外观, 使其变成装饰性的心形发箍。\n\n非人类的生物是不愿意佩戴的。",
Content/2217437177,"使用这个皮肤来覆盖其它外观, 充当全身套装。该皮肤装备在躯干或胸甲上。

向大家展示你也可以像最初时的米老鼠一样有魅力。",
Content/1482245589,巫师帽,
Content/414635026,巨盗龙(Gigantoraptor),
Content/3413308795,摆动,
Content/2849593872,装备到巨盗龙上以骑乘。,
Content/2542357794,巨盗龙鞍[Gigantoraptor Saddle],
Content/1444528436,受精的巨盗龙蛋[Fertilized Gigantoraptor Egg],
Content/975006096,巨盗龙蛋[Gigantoraptor Egg],
Content/2914089168,巨盗龙羽毛[Gigantoraptor Feather],
Content/284881977,从巨盗龙身上拔下的一根羽毛。,
Content/4031770311,宇航员头盔,
Content/3451831097,无檐帽,
Content/2442045813,布洛迪钢盔,
Content/942276436,布洛迪钢盔2,
Content/3576476412,渔夫帽,
Content/2975683932,厨师帽,
Content/3350711176,牛仔帽,
Content/3941075947,王冠,
Content/974544638,自行车头盔,
Content/722723061,名牌帽,
Content/760101974,潜水头盔,
Content/922695899,潜水头盔2,
Content/325687287,华丽帽,
Content/3750840046,费多拉帽,
Content/939670104,菲斯帽,
Content/1705533075,消防头盔,
Content/2953758547,消防头盔2,
Content/485801645,未来科技头盔,
Content/2892458553,未来科技头盔2,
Content/1606578798,毕业帽,
Content/4038414914,蒸汽朋克帽,
Content/1942615184,联邦帽,
Content/40995549,德比帽,
Content/2613943328,沙斯塔鱼龙(Shastasaurus),
Content/3641916510,无畏巨龙(Dreadnoughtus),
Content/2272644419,袖珍-法索拉鳄[Chibi-Fasolasuchus],
Content/3240115515,袖珍-翎翼龙[Chibi-Yi Ling],
Content/1521896556,袖珍-沙斯塔鱼龙[Chibi-Shastasaurus],
Content/897241539,"吃了它可以获得少量营养, 或者用来种成你自己的绿色浆果。可以种植在小, 中, 或大型耕地。",
Content/2797882611,"吃了它可以获得少量营养, 或者用来种成你自己的青色浆果。可以种植在小, 中, 或大型耕地。",
Content/3335484228,"吃了它可以获得少量营养, 或者用来种成你自己的紫红色浆果。可以种植在小, 中, 或大型耕地。",
Content/2009079997,传说,
Content/3467990652,史诗,
Content/702229173,精良,
Content/320603117,优秀,
Content/2930393933,普通,
Content/1752582437,原始,
Content/3413134853,"一个用于个性装饰的小, 中, 大型建筑。可容纳1个物品。",
Content/352290447,弹容量,
Content/2043690063,新配方,
Content/716113058,非常美味。,
Content/2189125444,需要便签来制作配方。,
Content/3874602823,饮品,
Content/282194112,配方材料,
Content/1527617539,"添加原材料以制作新的配方。
消耗一个便签。",
Content/758391385,中型装饰箱,
Content/3623360379,腰部,
Content/4137913977,装备到镰刀龙上以骑乘。,
Content/561576454,迅猛龙 方舟: 动画套装,
Content/1111975687,副栉龙 方舟: 动画套装,
Content/4038296910,渡渡鸟 方舟: 动画套装,
Content/4094853604,无齿翼龙 方舟: 动画套装,
Content/3863233738,剑龙 方舟: 动画套装,
Content/3076455416,剑龙 方舟: 动画套装,
Content/2285989776,三角龙 方舟: 动画套装,
Content/3055732983,三角龙 方舟: 动画套装,
Content/1935863417,雷龙 方舟: 动画套装,
Content/3372239075,雷龙 方舟: 动画套装,
Content/1237417672,霸王龙 方舟: 动画套装,
Content/3012603308,霸王龙 方舟: 动画套装,
Content/3973633608,羽王龙 方舟: 动画套装,
Content/3962029406,南方巨兽龙 方舟: 动画套装,
Content/366688249,鲨齿龙 方舟: 动画套装,
Content/2360867491,鲨齿龙 方舟: 动画套装,
Content/1873342187,刃齿虎 方舟: 动画套装,
Content/3518632750,水獭 方舟: 动画套装,
Content/2527386564,双型齿翼龙 方舟: 动画套装,
Content/2277980831,美颌龙 方舟: 动画套装,
Content/1681425957,双坚颌龙 方舟: 动画套装,
Content/3524206327,节胸虫 方舟: 动画套装,
Content/3469716626,蜘蛛 方舟: 动画套装,
Content/3971357292,玛瑙螺 方舟: 动画套装,
Content/2131817439,凶齿豨 方舟: 动画套装,
Content/1489167728,始祖鸟 方舟: 动画套装,
Content/353862100,异齿龙 方舟: 动画套装,
Content/3506470960,魔鬼蛙 方舟: 动画套装,
Content/4129819289,重爪龙 方舟: 动画套装,
Content/1633118970,古巨蜥 方舟: 动画套装,
Content/3569315190,肉食牛龙 方舟: 动画套装,
Content/3641641319,托斯特巨鱿 方舟: 动画套装,
Content/1754808943,风神翼龙 方舟: 动画套装,
Content/3305162104,中猴 方舟: 动画套装,
Content/4134762854,阿根廷鹫 方舟: 动画套装,
Content/2392066499,沧龙 方舟: 动画套装,
Content/1873514699,异特龙 方舟: 动画套装,
Content/3062420763,棘龙 方舟: 动画套装,
Content/4037244430,似鸡龙 方舟: 动画套装,
Content/1884613485,甲龙 方舟: 动画套装,
Content/3389043011,猛犸象 方舟: 动画套装,
Content/2399778408,巨齿鲨 方舟: 动画套装,
Content/1657311551,帝鳄 方舟: 动画套装,
Content/213428311,灯泡犬 方舟: 动画套装,
Content/759079223,古神翼龙 方舟: 动画套装,
Content/4115817656,伪齿鸟 方舟: 动画套装,
Content/3874735666,龙王鲸 方舟: 动画套装,
Content/4228633829,邓氏鱼 方舟: 动画套装,
Content/28557543,鱼龙 方舟: 动画套装,
Content/3444248268,蛇颈龙 方舟: 动画套装,
Content/1663621398,梁龙 方舟: 动画套装,
Content/1262696306,恐狼 方舟: 动画套装,
Content/1380718092,恐熊 方舟: 动画套装,
Content/3149811278,星尾兽 方舟: 动画套装,
Content/627038935,庞马 方舟: 动画套装,
Content/3672102367,巨齿龙 方舟: 动画套装,
Content/1318548581,大地懒 方舟: 动画套装,
Content/2559643403,麝足兽 方舟: 动画套装,
Content/3570226099,袋鼠 方舟: 动画套装,
Content/839960658,肺蝎 方舟: 动画套装,
Content/2985539349,镰刀龙 方舟: 动画套装,
Content/3560808937,袋狮 方舟: 动画套装,
Content/229433916,伤齿龙 方舟: 动画套装,
Content/2289114440,"这件套装可以让你的迅猛龙看起来就像 '方舟：动画' 里的那样!",
Content/3262762905,"这件套装可以让你的副栉龙看起来就像 '方舟：动画' 里的那样!",
Content/648582279,"这件套装可以让你的渡渡鸟看起来就像 '方舟：动画' 里的那样!",
Content/3123032132,"这件套装可以让你的无齿翼龙看起来就像 '方舟：动画' 里的那样!",
Content/1167841875,"这件套装可以让你的剑龙看起来就像 '方舟：动画' 里的那样!",
Content/1023643444,"这件套装可以让你的剑龙看起来就像 '方舟：动画' 里的那样!",
Content/2715233753,"这件套装可以让你的三角龙看起来就像 '方舟：动画' 里的那样!",
Content/3960501060,"这件套装可以让你的三角龙看起来就像 '方舟：动画' 里的那样!",
Content/4016965141,"这件套装可以让你的雷龙看起来就像 '方舟：动画' 里的那样!",
Content/790926658,"这件套装可以让你的雷龙看起来就像 '方舟：动画' 里的那样!",
Content/2781363286,"这件套装可以让你的霸王龙看起来就像 '方舟：动画' 里的那样!",
Content/2903584459,"这件套装可以让你的霸王龙看起来就像 '方舟：动画' 里的那样!",
Content/4084553560,"这件套装可以让你的羽王龙看起来就像 '方舟：动画' 里的那样!",
Content/1790873278,"这件套装可以让你的南方巨兽龙看起来就像 '方舟：动画' 里的那样!",
Content/2099882267,"这件套装可以让你的鲨齿龙看起来就像 '方舟：动画' 里的那样!",
Content/2937269685,"这件套装可以让你的鲨齿龙看起来就像 '方舟：动画' 里的那样!",
Content/2835878634,"这件套装可以让你的水獭看起来就像 '方舟：动画' 里的那样!",
Content/1135821845,"这件套装可以让你的刃齿虎看起来就像 '方舟：动画' 里的那样!",
Content/1106778131,"这件套装可以让你的伤齿龙看起来就像 '方舟：动画' 里的那样!",
Content/3303266568,"这件套装可以让你的双型齿翼龙看起来就像 '方舟：动画' 里的那样!",
Content/3750373713,"这件套装可以让你的美颌龙看起来就像 '方舟：动画' 里的那样!",
Content/2502127955,"这件套装可以让你的双坚颌龙看起来就像 '方舟：动画' 里的那样!",
Content/1267290096,"这件套装可以让你的节胸虫看起来就像 '方舟：动画' 里的那样!",
Content/529677409,"这件套装可以让你的蜘蛛看起来就像 '方舟：动画' 里的那样!",
Content/1671243387,"这件套装可以让你的玛瑙螺看起来就像 '方舟：动画' 里的那样!",
Content/1167490119,"这件套装可以让你的凶齿豨看起来就像 '方舟：动画' 里的那样!",
Content/804086537,"这件套装可以让你的始祖鸟看起来就像 '方舟：动画' 里的那样!",
Content/1972895685,"这件套装可以让你的异齿龙看起来就像 '方舟：动画' 里的那样!",
Content/2699796217,"这件套装可以让你的魔鬼蛙看起来就像 '方舟：动画' 里的那样!",
Content/1623591372,"这件套装可以让你的重爪龙看起来就像 '方舟：动画' 里的那样!",
Content/3355113978,"这件套装可以让你的古巨蜥看起来就像 '方舟：动画' 里的那样!",
Content/1410248594,"这件套装可以让你的肉食牛龙看起来就像 '方舟：动画' 里的那样!",
Content/3656155012,"这件套装可以让你的托斯特巨鱿看起来就像 '方舟：动画' 里的那样!",
Content/242562484,"这件套装可以让你的风神翼龙看起来就像 '方舟：动画' 里的那样!",
Content/742900976,"这件套装可以让你的中猴看起来就像 '方舟：动画' 里的那样!",
Content/3799459894,"这件套装可以让你的阿根廷鹫看起来就像 '方舟：动画' 里的那样!",
Content/1938430992,"这件套装可以让你的沧龙看起来就像 '方舟：动画' 里的那样!",
Content/2930073594,"这件套装可以让你的异特龙看起来就像 '方舟：动画' 里的那样!",
Content/4051244763,"这件套装可以让你的棘龙看起来就像 '方舟：动画' 里的那样!",
Content/3424873377,"这件套装可以让你的似鸡龙看起来就像 '方舟：动画' 里的那样!",
Content/456678135,"这件套装可以让你的甲龙看起来就像 '方舟：动画' 里的那样!",
Content/3571204269,"这件套装可以让你的甲龙看起来就像 '方舟：动画' 里的那样!",
Content/3916562608,"这件套装可以让你的猛犸象看起来就像 '方舟：动画' 里的那样!",
Content/875300427,"这件套装可以让你的巨齿鲨看起来就像 '方舟：动画' 里的那样!",
Content/645970697,"这件套装可以让你的帝鳄看起来就像 '方舟：动画' 里的那样!",
Content/998099290,"这件套装可以让你的灯泡犬看起来就像 '方舟：动画' 里的那样!",
Content/2911449887,"这件套装可以让你的古神翼龙看起来就像 '方舟：动画' 里的那样!",
Content/4085029862,"这件套装可以让你的伪齿鸟看起来就像 '方舟：动画' 里的那样!",
Content/1801621403,"这件套装可以让你的龙王鲸看起来就像 '方舟：动画' 里的那样!",
Content/280657611,"这件套装可以让你的邓氏鱼看起来就像 '方舟：动画' 里的那样!",
Content/546500695,"这件套装可以让你的鱼龙看起来就像 '方舟：动画' 里的那样!",
Content/3333456079,"这件套装可以让你的蛇颈龙看起来就像 '方舟：动画' 里的那样!",
Content/3039698482,"这件套装可以让你的梁龙看起来就像 '方舟：动画' 里的那样!",
Content/3978087453,"这件套装可以让你的恐狼看起来就像 '方舟：动画' 里的那样!",
Content/3454800307,"这件套装可以让你的恐熊看起来就像 '方舟：动画' 里的那样!",
Content/2023220679,"这件套装可以让你的星尾兽看起来就像 '方舟：动画' 里的那样!",
Content/3818887762,"这件套装可以让你的庞马看起来就像 '方舟：动画' 里的那样!",
Content/1114661579,"这件套装可以让你的巨齿龙看起来就像 '方舟：动画' 里的那样!",
Content/3612442716,"这件套装可以让你的大地懒看起来就像 '方舟：动画' 里的那样!",
Content/1095887247,"这件套装可以让你的麝足兽看起来就像 '方舟：动画' 里的那样!",
Content/2805743431,"这件套装可以让你的袋鼠看起来就像 '方舟：动画' 里的那样!",
Content/834546093,"这件套装可以让你的肺蝎看起来就像 '方舟：动画' 里的那样!",
Content/411337798,"这件套装可以让你的镰刀龙看起来就像 '方舟：动画' 里的那样!",
Content/1662437748,"这件套装可以让你的袋狮看起来就像 '方舟：动画' 里的那样!",
Content/2997872993,约翰 方舟: 动画套装,
Content/3777679156,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的约翰一样! ""考虑你的行为如何影响你的部落."" 该皮肤装备在躯干或胸甲上。",
Content/3716877355,阿拉茜 方舟: 动画套装,
Content/3450667123,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的阿拉茜一样! ""我爸爸说,每一天都是一份礼物."" 该皮肤装备在躯干或胸甲上。",
Content/2140248997,艾德蒙·罗克韦尔 方舟: 动画套装,
Content/1765257953,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的艾德蒙·罗克韦尔一样! ""优胜劣汰,适者生存."" 该皮肤装备在躯干或胸甲上。",
Content/2055408913,盖尤斯·马塞勒斯·涅尔瓦 方舟: 动画套装,
Content/674928385,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的盖尤斯·马塞勒斯·涅尔瓦一样! ""我会倾尽全力来改变命运."" 该皮肤装备在躯干或胸甲上。",
Content/2401576906,角斗士 方舟: 动画套装,
Content/681781166,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的 角斗士一样! ""先下手为强."" 该皮肤装备在躯干或胸甲上。",
Content/3141443284,海莲娜·沃克 方舟: 动画套装,
Content/4024985498,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的海莲娜·沃克一样! ""我们究竟是在哪里?"" 该皮肤装备在躯干或胸甲上。",
Content/1396123028,李美盈 方舟: 动画套装,
Content/2825636893,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的李美盈一样! ""我们可以成为强大的盟友."" 该皮肤装备在躯干或胸甲上。",
Content/2776232147,鲍勃 方舟: 动画套装,
Content/917977390,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的鲍勃一样! ""我的名字叫鲍勃"" 该皮肤装备在躯干或胸甲上。",
Content/3445957732,亨利 方舟: 动画套装,
Content/3459690561,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的亨利一样! ""冲锋陷阵不同于运筹帷幄."" 该皮肤装备在躯干或胸甲上。",
Content/570179740,先知卡尔 方舟: 动画套装,
Content/1499141907,"使用这个皮肤来覆盖其它外观, 充当全身套装, 可装扮成 '方舟：动画' 里的先知卡尔一样! ""自然的平衡已被打破."" 该皮肤装备在躯干或胸甲上。",
Content/2029627443,圣地亚哥 方舟: 动画套装,
Content/1966630897,其它,
Content/3572062011,许愿信件 [ITEM TYPE],
Content/672289731,"向圣诞老人需要许愿一份礼物! 当圣诞老人带着你的<RichColor Color=""0,1,2,2"">[ITEM TYPE]</>礼物到来时, 请确保你已经躺在圣诞树旁的床上。你表现的越好, 得到的奖励就会越好! 不过, 淘气的人可能不会喜欢他们得到的东西...",
Content/4155041958,可射击的瓶子[Shootable Bottle],
Content/2171462479,这是众多装饰性瓶子之一。也可以作为靶子练习射击。,
Content/3183010195,Scorched Gut Bottle,
Content/441780208,Tickle Chicken Bottle,
Content/2532665636,Wild Dodo Bottle,
Content/4029087852,Northen Comfort,
Content/3739651874,Northern Comfort,
Content/1000922505,Scorched Gut,
Content/4050295281,Tickle Chicken,
Content/3583775597,Wild Dodo,
Content/1503974560,圆顶硬毡帽,
Content/392022731,流浪者靴子,
Content/3834115663,流浪者帽子,
Content/2255662502,流浪者长裤,
Content/3682612739,流浪者衬衫,
Content/3321604403,西部牛仔帽,
Content/3427584830,狂徒靴子,
Content/4162395296,流浪者手套,
Content/180074574,狂徒手套,
Content/3086007841,狂徒帽子,
Content/1566813267,狂徒长裤,
Content/9517046,狂徒衬衫,
Content/1551066914,反派平檐帽,
Content/3997148146,沙漠吉利靴,
Content/1853425415,沙漠吉利手套,
Content/1584451750,沙漠吉利面具,
Content/2573115389,沙漠吉利护腿,
Content/2812138899,沙漠吉利胸甲,
Content/1035044774,西部建筑,
Content/4039772847,木制脚手架[Wood Scaffolding],
Content/930746282,棺材[Coffin],
Content/2147416517,酒馆椅[Saloon Chair],
Content/3517664552,旋转凳[Swivel Stool],
Content/1370966303,酒馆桌[Saloon Table],
Content/2240866530,铲子[Shovel],
Content/3014940338,藏宝箱[Treasure Chest],
Content/2962369118,绘图纸[Drawing Paper],
Content/1547749729,拉货车[Platform Cart],
Content/2653457450,木制吊挂招牌[Wooden Hanging Sign],
Content/626219614,储物桶[Barrel Storage],
Content/516283629,牌桌[Poker Table],
Content/2682094812,镇钟[Town Bell],
Content/2186985741,豪华手扶椅[Fancy Armchair],
Content/450997834,豪华沙发[Fancy Sofa],
Content/3270212195,花盆[Plant Pot],
Content/911149280,酒馆钢琴[Saloon Piano],
Content/3329068637,西部风格的灯具,
Content/4113196713,火车引擎[Train Engine],
Content/1035633589,火车厢[Train Platform Car],
Content/3308498568,火车轨道[Train Track],
Content/921597453,风车[Windmill],
Content/3823330064,雷管炸药皮肤,
Content/282844664,立式钢琴,
Content/3477501652,盖亚的拥抱,
Content/2415986226,法索拉鳄鞍[Fasolasuchus Saddle],
Content/2642422041,装备到法索拉鳄上以骑乘。,
Content/2164176115,受精的法索拉鳄蛋[Fertilized Fasolasuchus Egg],
Content/3488483167,法索拉鳄蛋[Fasolasuchus Egg],
Content/822678511,已驯服的生物死亡后它的精魄可以在绿洲龙的水域中进行转生。,
Content/1792078250,木制单向轨,
Content/1556274848,木制双向分割轨道,
Content/562348352,木制双向合并轨道,
Content/4240402793,木制三向轨道,
Content/3627108078,火车轨道 (短程) ,
Content/3217341095,火车轨道 (桥接件) ,
Content/2814921329,火车轨道 (直线段) ,
Content/3420096832,分叉轨道 (直行/左转) ,
Content/1507560180,分叉轨道 (直行/右转) ,
Content/1306637108,分叉轨道 (右转/左转) ,
Content/2893514139,火车轨道 (曲形段) ,
Content/3898031273,火车轨道 (右弯曲) ,
Content/39889066,火车轨道 (左弯曲) ,
Content/3956964156,悬挂标识,
Content/2110194140,木制脚手架,
Content/2528343999,喷水口,
Content/1590378368,一种装饰性花盆几乎可以移植方舟中的任何植物。可以改变其外观让它看上去就像是在耕地里种植的一样。,
Content/622097902,"你被盖亚赋予了力量, 获得了提高移动速度和生命恢复的力量。",
Content/2847872,雷管炸药,
Content/2695555638,埋藏的宝藏,
Content/3337035830,"移除物品栏全部物品, 以便开始游戏。",
Content/2258257993,一张用于玩扑克牌游戏的桌子 (锦标赛 & 坐下即玩) 最多可容纳6名玩家。,
Content/1887456021,使用这个来定位世界上某个位置。谁知道它会指引到哪里呢?,
Content/2028175889,使用这个来定位宝藏埋藏的位置。挖宝的时候记得将此物品放在你的背包里。,
Content/2567398833,"使用这个来定位宝藏埋藏的位置。注意: 为了能顺利的挖出宝藏, 请确保挖掘的时候将原始地图放到你的背包里。",
Content/1002357107,"将此物品拖拽到C4上, 使其外观看上去像雷管炸药一样。",
Content/2809255581,你可以使用这个皮肤来改变吉利靴的外观。提供一种干旱地区风格的外观!,
Content/3748230752,你可以使用这个皮肤来改变吉利手套的外观。提供一种干旱地区风格的外观!,
Content/46050852,你可以使用这个皮肤来改变吉利面具的外观。提供一种干旱地区风格的外观!,
Content/4038413859,你可以使用这个皮肤来改变吉利护腿的外观。提供一种干旱地区风格的外观!,
Content/1562151948,你可以使用这个皮肤来改变吉利胸甲的外观。提供一种干旱地区风格的外观!,
Content/3725918953,"这个棺材可以垂直或平躺着放, 它可以作为你部落的重生点。非常适合假装自己是一位入验师或者是...吸血鬼。",
Content/703098102,"一把制作精良的木椅, 摆在西部风格的酒吧里看起来非常合适。",
Content/1670169952,"一个简单的旋转凳, 可以为了快乐而转起来。",
Content/1004641970,"一张制作精良的木桌, 具有多种用途。摆在西部风格的酒吧里看起来非常合适。",
Content/3475713577,"一件多功能的金属工具。它可以翻耕土地助于农作物生长和收获的加成, 还可以埋藏或挖掘宝藏以及在紧急的情况挖掘地下水源。",
Content/2711656512,"一张简单的纸张, 非常适合在上面绘画或制图。",
Content/3597375703,"这是一个可以拉货的小拖车, 可以在上面放置建筑, 并且多种生物都可以拉动它。",
Content/1729516064,"一个简单的木制标牌, 用于张贴基本信息, 需要固定到天花板上。",
Content/4290684806,"当它被拉响时会发出响亮的声音, 或当它被敲击的时候也会发出清脆的声音。它还可以让附近已驯服的生物更具有保卫领地的意识。",
Content/2251484907,"一把装饰华丽的皮革扶手椅, 坐起来非常舒服, 适合招待优雅的客人。",
Content/2643415373,"一架立式钢琴, 可以用来演奏音乐。带有调节音量和音域的功能。",
Content/217330793,"一个金属外壳的油灯, 能够点亮并为周围区域提供温暖。共有四种不同的款式。",
Content/3594771494,"一辆沿着铁路行驶的火车头, 可用于拉动火车厢一起行驶。需要放入煤炭来运行。",
Content/2144946588,"一种可以容纳大多数建筑的火车车厢。把它连接到火车上, 然后根据您的喜好进行装饰吧。",
Content/152581131,一段可以连接其它火车网络的火车轨道。,
Content/1765422124,"一个巨大的蓄水建筑,可储存雨水或手动注水, 并将其分配到附近需要用到水的建筑上。可以与其它蓄水池连接形成网络。",
Content/2071187938,"可为附近的普通发电机减少燃料消耗以及过热导致的损耗。可在低风速状态下运行, 但是在高风速状态效果会更好。",
Content/2690614265,你可以使用这个皮肤来改变头盔或帽子的外观。使其变成一顶具有西部风格的的圆顶硬毡帽。,
Content/1839853331,你可以使用这个皮肤来改变靴子的外观。使其变成一双具有西部风格的流浪者靴子。,
Content/902726199,你可以使用这个皮肤来改变手套的外观。使其变成一副具有西部风格的流浪者手套。,
Content/1549654523,你可以使用这个皮肤来改变头盔或帽子的外观。使其变成一顶具有西部风格的流浪者帽子。,
Content/1241549612,你可以使用这个皮肤来改变裤子或护腿的外观。使其变成一条具有西部风格的流浪者长裤。,
Content/889025693,你可以使用这个皮肤来改变上衣或胸甲的外观。使其变成一件具有西部风格的流浪者衬衫。,
Content/412670050,一种提保证结构稳定却又不完全阻挡区域的木墙。,
Content/905919560,"你可以使用这个皮肤来改变许多建筑的外观, 使其变得具有西部的风格。",
Content/2241498802,"这是一个装饰华丽的皮革沙发, 坐起来非常舒服, 适合招待优雅的客人。",
Content/3628726502,"用于存放物资的一个小桶, 密封后可减缓容器内物品的变质速度。也可以作为临时的藏身处。",
